company_name,canonical_name,country,industry,aliases
Sync Networks Co,Sync Networks,Israel,Software,Sync Networks
Web Interactive Inc,Web Interactive,Israel,Blockchain,Web Interactive
Zen Infrastructure Group,Zen Infrastructure,UK,Automotive Tech,Zen Infrastructure
Cyber Systems Group,Cyber Systems,Sweden,Aerospace,Cyber Systems
Web Engineering Co,Web Engineering,Romania,Defense IT,Web Engineering
Vector Innovations Co,Vector Innovations,Romania,Software,Vector Innovations
Apex Software AG,Apex Software,France,Gaming,Apex Software
Pixel Studio GmbH,Pixel Studio,Switzerland,Data Analytics,Pixel Studio
Micro Insights Group,Micro Insights,France,Marketing Tech,Micro Insights
Global Alliance Group,Global Alliance,Brazil,Government IT,Global Alliance
Byte Systems LLC,Byte Systems,India,Defense IT,Byte Systems
Nexus Corp LLC,Nexus Corp,Japan,HR Tech,Nexus Corp
Alpha Alliance Ltd,Alpha Alliance,Ireland,Telecom,Alpha Alliance
Sigma Innovations Pvt Ltd,Sigma Innovations,Sweden,Gaming,Sigma Innovations
Sigma Infrastructure Co,Sigma Infrastructure,Japan,Data Analytics,Sigma Infrastructure
Solar Intelligence AB,Solar Intelligence,France,InsurTech,Solar Intelligence
Core Research GmbH,Core Research,Sweden,Cybersecurity,Core Research
Orion Platforms Inc,Orion Platforms,Netherlands,Telecom,Orion Platforms
Core Innovations Pvt Ltd,Core Innovations,Israel,Media Tech,Core Innovations
Flux Engineering Inc,Flux Engineering,UAE,Gaming,Flux Engineering
Advanced Technologies Ltd,Advanced Technologies,Netherlands,Media Tech,Advanced Technologies
Digital Cloud Ltd,Digital Cloud,Germany,Software,Digital Cloud
Allied Digital GmbH,Allied Digital,Mexico,Blockchain,Allied Digital
Advanced Cloud AG,Advanced Cloud,UK,Healthcare IT,Advanced Cloud
Mega Research LLC,Mega Research,Australia,Media Tech,Mega Research
Pro Data Group,Pro Data,France,AgriTech,Pro Data
Nexus Software GmbH,Nexus Software,Israel,Defense IT,Nexus Software
Sys Analytics Pvt Ltd,Sys Analytics,Romania,Telecom,Sys Analytics
Arc Labs Inc,Arc Labs,Japan,PropTech,Arc Labs
Hyper Alliance Inc,Hyper Alliance,Netherlands,InsurTech,Hyper Alliance
Apex Systems GmbH,Apex Systems,UAE,Retail Tech,Apex Systems
Grid Insights GmbH,Grid Insights,South Korea,Aerospace,Grid Insights
Hyper Group Pte Ltd,Hyper Group,USA,PropTech,Hyper Group
Web Corp LLC,Web Corp,Australia,AI/ML,Web Corp
Nordic Intelligence Corp,Nordic Intelligence,Germany,Blockchain,Nordic Intelligence
Sync Technologies LLC,Sync Technologies,Australia,Logistics Tech,Sync Technologies
Bridge Corp Inc,Bridge Corp,South Korea,Blockchain,Bridge Corp
Apex Research Group,Apex Research,Brazil,Automotive Tech,Apex Research
Nexus Logic Pte Ltd,Nexus Logic,Mexico,IoT,Nexus Logic
Link Academy Corp,Link Academy,UAE,FinTech,Link Academy
Super Solutions Group,Super Solutions,Israel,LegalTech,Super Solutions
Vertex Technologies Pte Ltd,Vertex Technologies,South Korea,Gaming,Vertex Technologies
Nova Networks SA,Nova Networks,Switzerland,ERP/CRM,Nova Networks
Hub Labs AG,Hub Labs,Australia,Media Tech,Hub Labs
Mega Studio Pte Ltd,Mega Studio,UK,Automotive Tech,Mega Studio
Advanced Analytics Corp,Advanced Analytics,Israel,Cybersecurity,Advanced Analytics
Super Networks LLC,Super Networks,Sweden,Data Analytics,Super Networks
Sys Services Pte Ltd,Sys Services,Israel,InsurTech,Sys Services
Flow Ventures AG,Flow Ventures,France,Cybersecurity,Flow Ventures
Data Group Group,Data Group,USA,HR Tech,Data Group
Mega Insights AB,Mega Insights,Singapore,Blockchain,Mega Insights
Info Infrastructure Corp,Info Infrastructure,South Korea,Cloud Computing,Info Infrastructure
Tech Analytics LLC,Tech Analytics,Switzerland,Gaming,Tech Analytics
Digital Engineering Ltd,Digital Engineering,South Korea,Gaming,Digital Engineering
Soft Labs Inc,Soft Labs,Romania,Software,Soft Labs
Digital Ventures LLC,Digital Ventures,Brazil,AI/ML,Digital Ventures
Link Software Corp,Link Software,Sweden,AgriTech,Link Software
Swift Solutions Pvt Ltd,Swift Solutions,UAE,Retail Tech,Swift Solutions
Bridge Academy Ltd,Bridge Academy,Singapore,ERP/CRM,Bridge Academy
Bolt Technologies SA,Bolt Technologies,UAE,PropTech,Bolt Technologies
Bridge Logic Pvt Ltd,Bridge Logic,Netherlands,FinTech,Bridge Logic
Node Consulting Inc,Node Consulting,Israel,Automotive Tech,Node Consulting
Pacific Partners Pvt Ltd,Pacific Partners,Japan,AI/ML,Pacific Partners
Elite Cloud Group,Elite Cloud,Singapore,Data Analytics,Elite Cloud
Flow Partners Pte Ltd,Flow Partners,Japan,Automotive Tech,Flow Partners
Pixel Academy AG,Pixel Academy,Canada,AgriTech,Pixel Academy
Peak Networks Group,Peak Networks,Japan,EdTech,Peak Networks
Vector Ventures Co,Vector Ventures,Australia,Logistics Tech,Vector Ventures
Rapid Analytics Group,Rapid Analytics,Germany,Retail Tech,Rapid Analytics
Rapid Applications Inc,Rapid Applications,Netherlands,HR Tech,Rapid Applications
Swift Labs Group,Swift Labs,USA,Automotive Tech,Swift Labs
Super Labs Ltd,Super Labs,Germany,PropTech,Super Labs
Alpha Analytics Corp,Alpha Analytics,UK,Aerospace,Alpha Analytics
Nova Solutions LLC,Nova Solutions,India,Logistics Tech,Nova Solutions
Info Research SA,Info Research,Australia,AI/ML,Info Research
Sigma Infrastructure Pte Ltd,Sigma Infrastructure,Brazil,IoT,Sigma Infrastructure
Link Software Pte Ltd,Link Software,France,AgriTech,Link Software
Bridge Logic SA,Bridge Logic,Sweden,Aerospace,Bridge Logic
Omega Partners Pte Ltd,Omega Partners,Sweden,Marketing Tech,Omega Partners
Omega Engineering Pvt Ltd,Omega Engineering,Canada,Marketing Tech,Omega Engineering
Rapid Research Co,Rapid Research,India,InsurTech,Rapid Research
Zen Partners Co,Zen Partners,UK,Automotive Tech,Zen Partners
Advanced Systems Co,Advanced Systems,Switzerland,ERP/CRM,Advanced Systems
Micro Ventures Ltd,Micro Ventures,Poland,Software,Micro Ventures
Super Insights AG,Super Insights,UK,EdTech,Super Insights
Apex Ventures Pte Ltd,Apex Ventures,Romania,Healthcare IT,Apex Ventures
Cloud Ventures Inc,Cloud Ventures,Switzerland,E-Commerce,Cloud Ventures
Nordic Collective SA,Nordic Collective,Romania,AI/ML,Nordic Collective
Sys Labs LLC,Sys Labs,Israel,Blockchain,Sys Labs
Forge Analytics Pte Ltd,Forge Analytics,Australia,Gaming,Forge Analytics
Delta Technologies SA,Delta Technologies,South Korea,Logistics Tech,Delta Technologies
Nano Infrastructure GmbH,Nano Infrastructure,Romania,Logistics Tech,Nano Infrastructure
Alpha Dynamics Inc,Alpha Dynamics,Romania,ERP/CRM,Alpha Dynamics
Super Partners Co,Super Partners,Ireland,Data Analytics,Super Partners
Sync Engineering AG,Sync Engineering,India,Healthcare IT,Sync Engineering
Byte Intelligence GmbH,Byte Intelligence,Japan,Cloud Computing,Byte Intelligence
Flow Logic SA,Flow Logic,Poland,Blockchain,Flow Logic
Link Consulting Group,Link Consulting,UK,IT Services,Link Consulting
Pinnacle Insights Ltd,Pinnacle Insights,USA,Logistics Tech,Pinnacle Insights
Alpha Academy AG,Alpha Academy,Mexico,Data Analytics,Alpha Academy
Elite Digital Inc,Elite Digital,Mexico,ERP/CRM,Elite Digital
Grid Digital SA,Grid Digital,USA,Marketing Tech,Grid Digital
Delta Insights Ltd,Delta Insights,Sweden,Cloud Computing,Delta Insights
Elite Group Group,Elite Group,Israel,Logistics Tech,Elite Group
Wave Works Inc,Wave Works,Japan,Defense IT,Wave Works
Grid Cloud AG,Grid Cloud,USA,Cloud Computing,Grid Cloud
Edge Data Ltd,Edge Data,France,LegalTech,Edge Data
Pro Services Corp,Pro Services,Mexico,Media Tech,Pro Services
Delta Cloud GmbH,Delta Cloud,Australia,Defense IT,Delta Cloud
Rapid Cloud LLC,Rapid Cloud,France,Blockchain,Rapid Cloud
Pro Interactive AB,Pro Interactive,Australia,Cybersecurity,Pro Interactive
Data Cloud Inc,Data Cloud,Singapore,Software,Data Cloud
Pro Systems LLC,Pro Systems,Brazil,Cloud Computing,Pro Systems
Peak Logic Pte Ltd,Peak Logic,UAE,Telecom,Peak Logic
Aurora Partners AB,Aurora Partners,Netherlands,Data Analytics,Aurora Partners
Code Innovations Pvt Ltd,Code Innovations,Japan,EdTech,Code Innovations
Hyper Partners Pvt Ltd,Hyper Partners,Japan,EdTech,Hyper Partners
Elite Works AB,Elite Works,USA,IT Services,Elite Works
Logic Platforms Corp,Logic Platforms,South Korea,InsurTech,Logic Platforms
Orion Corp AG,Orion Corp,UAE,IT Services,Orion Corp
Hyper Ventures Corp,Hyper Ventures,Ireland,HR Tech,Hyper Ventures
Premier Interactive LLC,Premier Interactive,Sweden,IT Services,Premier Interactive
Pinnacle Studio GmbH,Pinnacle Studio,Sweden,Cybersecurity,Pinnacle Studio
Aurora Consulting GmbH,Aurora Consulting,Israel,Data Analytics,Aurora Consulting
Data Consulting Co,Data Consulting,Poland,Retail Tech,Data Consulting
Logic Studio Inc,Logic Studio,Canada,Software,Logic Studio
Bolt Applications Group,Bolt Applications,Japan,ERP/CRM,Bolt Applications
Sync Platforms Group,Sync Platforms,UK,Government IT,Sync Platforms
Pro Platforms Group,Pro Platforms,Poland,Logistics Tech,Pro Platforms
Super Engineering AB,Super Engineering,Canada,Cloud Computing,Super Engineering
United Labs Co,United Labs,USA,Media Tech,United Labs
Core Systems GmbH,Core Systems,Australia,Media Tech,Core Systems
Tech Services GmbH,Tech Services,Netherlands,Data Analytics,Tech Services
Ultra Technologies Pvt Ltd,Ultra Technologies,Australia,Government IT,Ultra Technologies
Solar Logic Pvt Ltd,Solar Logic,Israel,Software,Solar Logic
Delta Technologies Pte Ltd,Delta Technologies,Switzerland,Telecom,Delta Technologies
Crest Consulting Pvt Ltd,Crest Consulting,Canada,PropTech,Crest Consulting
Summit Systems AB,Summit Systems,Germany,Retail Tech,Summit Systems
Hyper Group Co,Hyper Group,Germany,Blockchain,Hyper Group
Soft Data Pte Ltd,Soft Data,Canada,PropTech,Soft Data
Data Engineering Group,Data Engineering,Australia,PropTech,Data Engineering
Prime Ventures Inc,Prime Ventures,Brazil,Blockchain,Prime Ventures
Core Digital AB,Core Digital,France,Aerospace,Core Digital
Node Group AB,Node Group,Ireland,AgriTech,Node Group
Pixel Partners SA,Pixel Partners,Japan,Gaming,Pixel Partners
Nano Data Pte Ltd,Nano Data,Singapore,Healthcare IT,Nano Data
Nexus Dynamics AB,Nexus Dynamics,South Korea,FinTech,Nexus Dynamics
Arc Networks AG,Arc Networks,Romania,Software,Arc Networks
Byte Services AB,Byte Services,UAE,HR Tech,Byte Services
Solar Platforms Ltd,Solar Platforms,USA,EdTech,Solar Platforms
Nano Applications Co,Nano Applications,UK,Automotive Tech,Nano Applications
Mega Corp AG,Mega Corp,Ireland,LegalTech,Mega Corp
Flux Software SA,Flux Software,Singapore,Cybersecurity,Flux Software
Web Software Pte Ltd,Web Software,USA,ERP/CRM,Web Software
Aurora Logic Co,Aurora Logic,USA,Retail Tech,Aurora Logic
Cloud Collective Co,Cloud Collective,Mexico,IoT,Cloud Collective
Omega Consulting Corp,Omega Consulting,Sweden,Marketing Tech,Omega Consulting
Vertex Insights Corp,Vertex Insights,USA,IoT,Vertex Insights
Forge Innovations Co,Forge Innovations,Ireland,Logistics Tech,Forge Innovations
Arc Works Pte Ltd,Arc Works,Israel,E-Commerce,Arc Works
Sys Logic AG,Sys Logic,Romania,IoT,Sys Logic
Node Intelligence AG,Node Intelligence,India,Data Analytics,Node Intelligence
Sync Logic GmbH,Sync Logic,UAE,Software,Sync Logic
Nova Data SA,Nova Data,Australia,IoT,Nova Data
Nano Engineering LLC,Nano Engineering,Romania,FinTech,Nano Engineering
Swift Software Inc,Swift Software,Poland,IT Services,Swift Software
Hub Platforms AG,Hub Platforms,UK,Gaming,Hub Platforms
Arc Applications Ltd,Arc Applications,Canada,Automotive Tech,Arc Applications
Logic Intelligence Group,Logic Intelligence,Australia,Retail Tech,Logic Intelligence
Mega Engineering Corp,Mega Engineering,South Korea,Government IT,Mega Engineering
Global Engineering Co,Global Engineering,Singapore,Blockchain,Global Engineering
Zen Applications Group,Zen Applications,Netherlands,InsurTech,Zen Applications
Nordic Partners AB,Nordic Partners,Switzerland,FinTech,Nordic Partners
Bridge Intelligence AB,Bridge Intelligence,Ireland,IoT,Bridge Intelligence
Hub Ventures Pvt Ltd,Hub Ventures,Netherlands,IT Services,Hub Ventures
Wave Labs Pte Ltd,Wave Labs,Japan,PropTech,Wave Labs
Soft Logic LLC,Soft Logic,UK,FinTech,Soft Logic
Core Works Corp,Core Works,UAE,Blockchain,Core Works
Sync Platforms Co,Sync Platforms,UAE,AI/ML,Sync Platforms
Rapid Digital Ltd,Rapid Digital,Singapore,AgriTech,Rapid Digital
Mega Technologies Ltd,Mega Technologies,Brazil,Data Analytics,Mega Technologies
Node Partners Inc,Node Partners,Israel,Automotive Tech,Node Partners
Pro Corp Ltd,Pro Corp,Israel,Healthcare IT,Pro Corp
Logic Systems LLC,Logic Systems,Romania,InsurTech,Logic Systems
Orion Digital Pte Ltd,Orion Digital,Australia,AgriTech,Orion Digital
Flow Dynamics Ltd,Flow Dynamics,Mexico,Media Tech,Flow Dynamics
Atlantic Systems Inc,Atlantic Systems,Romania,E-Commerce,Atlantic Systems
Core Solutions AG,Core Solutions,Romania,Blockchain,Core Solutions
Prime Works Inc,Prime Works,USA,Media Tech,Prime Works
Net Solutions Pte Ltd,Net Solutions,Brazil,Automotive Tech,Net Solutions
Wave Interactive SA,Wave Interactive,France,E-Commerce,Wave Interactive
Pinnacle Logic AB,Pinnacle Logic,Australia,LegalTech,Pinnacle Logic
Solar Studio Co,Solar Studio,Ireland,Logistics Tech,Solar Studio
Net Studio Group,Net Studio,UAE,AgriTech,Net Studio
Advanced Ventures Pte Ltd,Advanced Ventures,Netherlands,AgriTech,Advanced Ventures
Core Studio Corp,Core Studio,France,Data Analytics,Core Studio
Arc Interactive Pte Ltd,Arc Interactive,UK,Logistics Tech,Arc Interactive
Info Digital GmbH,Info Digital,India,IoT,Info Digital
Solar Innovations LLC,Solar Innovations,Switzerland,Retail Tech,Solar Innovations
Spark Academy AB,Spark Academy,Singapore,Automotive Tech,Spark Academy
Byte Data Corp,Byte Data,Australia,Healthcare IT,Byte Data
Spark Applications Pvt Ltd,Spark Applications,Singapore,Data Analytics,Spark Applications
Ultra Ventures Inc,Ultra Ventures,Poland,Software,Ultra Ventures
Zen Innovations Group,Zen Innovations,Israel,E-Commerce,Zen Innovations
Byte Logic SA,Byte Logic,South Korea,Software,Byte Logic
Nordic Solutions Ltd,Nordic Solutions,Israel,InsurTech,Nordic Solutions
Smart Studio GmbH,Smart Studio,Sweden,Telecom,Smart Studio
Tech Intelligence AG,Tech Intelligence,Singapore,IoT,Tech Intelligence
Advanced Innovations AG,Advanced Innovations,Romania,FinTech,Advanced Innovations
Premier Academy Pvt Ltd,Premier Academy,Switzerland,Defense IT,Premier Academy
Nano Partners Inc,Nano Partners,Canada,Defense IT,Nano Partners
Flux Research GmbH,Flux Research,Germany,Marketing Tech,Flux Research
Digital Studio GmbH,Digital Studio,UAE,AI/ML,Digital Studio
Mega Services AG,Mega Services,Japan,Cloud Computing,Mega Services
Advanced Solutions Inc,Advanced Solutions,Singapore,IoT,Advanced Solutions
Logic Infrastructure LLC,Logic Infrastructure,France,Software,Logic Infrastructure
Edge Data Inc,Edge Data,France,Aerospace,Edge Data
Solar Engineering Pvt Ltd,Solar Engineering,UK,EdTech,Solar Engineering
Pixel Corp Group,Pixel Corp,Canada,PropTech,Pixel Corp
Vertex Dynamics Pvt Ltd,Vertex Dynamics,Germany,Aerospace,Vertex Dynamics
Smart Engineering Inc,Smart Engineering,Poland,Gaming,Smart Engineering
Vertex Academy Inc,Vertex Academy,Romania,LegalTech,Vertex Academy
Nordic Innovations AB,Nordic Innovations,India,Blockchain,Nordic Innovations
Spark Innovations Co,Spark Innovations,Australia,Government IT,Spark Innovations
Spark Services SA,Spark Services,Mexico,InsurTech,Spark Services
Flow Infrastructure Pte Ltd,Flow Infrastructure,UAE,E-Commerce,Flow Infrastructure
Vector Corp Corp,Vector Corp,India,Government IT,Vector Corp
Digital Labs Co,Digital Labs,UK,Automotive Tech,Digital Labs
Premier Dynamics Corp,Premier Dynamics,Singapore,Retail Tech,Premier Dynamics
Omega Studio AB,Omega Studio,Brazil,LegalTech,Omega Studio
Apex Cloud Co,Apex Cloud,Singapore,Aerospace,Apex Cloud
Web Consulting Group,Web Consulting,Brazil,Gaming,Web Consulting
Data Analytics Pvt Ltd,Data Analytics,Ireland,HR Tech,Data Analytics
Apex Partners Corp,Apex Partners,USA,Cloud Computing,Apex Partners
Nordic Works AG,Nordic Works,USA,Automotive Tech,Nordic Works
Rapid Logic SA,Rapid Logic,Romania,Software,Rapid Logic
Vertex Alliance Group,Vertex Alliance,Japan,EdTech,Vertex Alliance
Cyber Intelligence Corp,Cyber Intelligence,Romania,Cloud Computing,Cyber Intelligence
Super Intelligence Ltd,Super Intelligence,Germany,FinTech,Super Intelligence
Pacific Digital Pvt Ltd,Pacific Digital,Germany,Gaming,Pacific Digital
Pro Research SA,Pro Research,Israel,Cybersecurity,Pro Research
Flux Consulting Inc,Flux Consulting,Germany,E-Commerce,Flux Consulting
Dev Partners Inc,Dev Partners,Germany,EdTech,Dev Partners
Quantum Services Pte Ltd,Quantum Services,Poland,Automotive Tech,Quantum Services
Grid Innovations Pvt Ltd,Grid Innovations,Japan,Media Tech,Grid Innovations
Alpha Group Group,Alpha Group,USA,IT Services,Alpha Group
Spark Software Pte Ltd,Spark Software,Japan,Defense IT,Spark Software
Flux Ventures Corp,Flux Ventures,UK,Media Tech,Flux Ventures
Vector Alliance Pte Ltd,Vector Alliance,Poland,Logistics Tech,Vector Alliance
Cloud Services Corp,Cloud Services,Ireland,Aerospace,Cloud Services
Premier Applications Pte Ltd,Premier Applications,Australia,Healthcare IT,Premier Applications
Nano Software SA,Nano Software,Israel,Cloud Computing,Nano Software
Nova Consulting Group,Nova Consulting,Ireland,IT Services,Nova Consulting
Rapid Solutions Pvt Ltd,Rapid Solutions,USA,LegalTech,Rapid Solutions
Apex Engineering Inc,Apex Engineering,France,Marketing Tech,Apex Engineering
Smart Data Inc,Smart Data,France,HR Tech,Smart Data
Pinnacle Alliance AB,Pinnacle Alliance,Germany,Telecom,Pinnacle Alliance
Grid Dynamics LLC,Grid Dynamics,Romania,Data Analytics,Grid Dynamics
Spark Works Group,Spark Works,Israel,PropTech,Spark Works
Core Technologies Pte Ltd,Core Technologies,Mexico,Blockchain,Core Technologies
Link Collective AG,Link Collective,Mexico,Marketing Tech,Link Collective
Nexus Consulting LLC,Nexus Consulting,Germany,Cybersecurity,Nexus Consulting
Elite Engineering Inc,Elite Engineering,Canada,IoT,Elite Engineering
Data Ventures Group,Data Ventures,Germany,Aerospace,Data Ventures
Code Alliance AB,Code Alliance,Singapore,Aerospace,Code Alliance
Logic Applications Inc,Logic Applications,UK,PropTech,Logic Applications
Tech Solutions Co,Tech Solutions,Mexico,E-Commerce,Tech Solutions
Wave Studio SA,Wave Studio,France,Blockchain,Wave Studio
Vector Consulting Group,Vector Consulting,Japan,Aerospace,Vector Consulting
Alpha Applications SA,Alpha Applications,UK,Government IT,Alpha Applications
Data Ventures SA,Data Ventures,Germany,Cloud Computing,Data Ventures
Super Ventures AG,Super Ventures,France,FinTech,Super Ventures
Rapid Interactive Ltd,Rapid Interactive,UK,E-Commerce,Rapid Interactive
Crest Platforms LLC,Crest Platforms,Switzerland,Defense IT,Crest Platforms
Premier Engineering Corp,Premier Engineering,Canada,Telecom,Premier Engineering
Quantum Group AG,Quantum Group,Israel,Defense IT,Quantum Group
Orion Collective Co,Orion Collective,Brazil,Government IT,Orion Collective
Orion Software GmbH,Orion Software,France,Telecom,Orion Software
Nano Alliance LLC,Nano Alliance,Australia,ERP/CRM,Nano Alliance
Flux Infrastructure Corp,Flux Infrastructure,Poland,IoT,Flux Infrastructure
Swift Academy GmbH,Swift Academy,UK,Cloud Computing,Swift Academy
Link Academy Inc,Link Academy,Sweden,Defense IT,Link Academy
Code Logic Pte Ltd,Code Logic,Poland,Software,Code Logic
Craft Insights Ltd,Craft Insights,Singapore,EdTech,Craft Insights
Pacific Cloud Ltd,Pacific Cloud,Canada,Media Tech,Pacific Cloud
Super Works Inc,Super Works,Brazil,Healthcare IT,Super Works
Hyper Insights Pte Ltd,Hyper Insights,Israel,Logistics Tech,Hyper Insights
Cyber Corp Pvt Ltd,Cyber Corp,Germany,Telecom,Cyber Corp
Prime Interactive LLC,Prime Interactive,Mexico,Defense IT,Prime Interactive
Dev Alliance Pte Ltd,Dev Alliance,Ireland,EdTech,Dev Alliance
Ultra Dynamics Pvt Ltd,Ultra Dynamics,Romania,Blockchain,Ultra Dynamics
Mega Technologies Co,Mega Technologies,Israel,ERP/CRM,Mega Technologies
Alpha Analytics Pvt Ltd,Alpha Analytics,Sweden,LegalTech,Alpha Analytics
Flow Engineering GmbH,Flow Engineering,Canada,FinTech,Flow Engineering
Zenith Infrastructure Inc,Zenith Infrastructure,Australia,AI/ML,Zenith Infrastructure
Summit Studio AB,Summit Studio,Sweden,Aerospace,Summit Studio
Crest Intelligence Co,Crest Intelligence,Netherlands,IT Services,Crest Intelligence
Nexus Platforms Pvt Ltd,Nexus Platforms,South Korea,AI/ML,Nexus Platforms
Hyper Digital Pte Ltd,Hyper Digital,USA,FinTech,Hyper Digital
Prime Networks GmbH,Prime Networks,Switzerland,Software,Prime Networks
Global Collective Ltd,Global Collective,Poland,Defense IT,Global Collective
Mega Logic Pvt Ltd,Mega Logic,UK,E-Commerce,Mega Logic
Pacific Consulting SA,Pacific Consulting,Netherlands,Software,Pacific Consulting
Super Applications Co,Super Applications,Romania,Healthcare IT,Super Applications
Tech Infrastructure AG,Tech Infrastructure,South Korea,IT Services,Tech Infrastructure
Link Insights Pte Ltd,Link Insights,Germany,Defense IT,Link Insights
Micro Applications AB,Micro Applications,USA,HR Tech,Micro Applications
Premier Digital SA,Premier Digital,USA,HR Tech,Premier Digital
Swift Intelligence AG,Swift Intelligence,Switzerland,Aerospace,Swift Intelligence
Data Engineering SA,Data Engineering,Japan,Gaming,Data Engineering
Nova Research Corp,Nova Research,Israel,Marketing Tech,Nova Research
Omega Labs Ltd,Omega Labs,Brazil,Telecom,Omega Labs
Cyber Group GmbH,Cyber Group,India,Automotive Tech,Cyber Group
Crest Software AB,Crest Software,Romania,Media Tech,Crest Software
Premier Platforms SA,Premier Platforms,Japan,FinTech,Premier Platforms
Atlantic Partners SA,Atlantic Partners,Canada,IT Services,Atlantic Partners
Elite Software Ltd,Elite Software,Sweden,Retail Tech,Elite Software
Vector Collective SA,Vector Collective,India,Blockchain,Vector Collective
Omega Academy Ltd,Omega Academy,USA,Data Analytics,Omega Academy
Bolt Engineering Ltd,Bolt Engineering,Singapore,Data Analytics,Bolt Engineering
Rapid Cloud AB,Rapid Cloud,Mexico,FinTech,Rapid Cloud
Sys Corp Pte Ltd,Sys Corp,Switzerland,FinTech,Sys Corp
Allied Alliance SA,Allied Alliance,USA,IT Services,Allied Alliance
Dev Interactive Group,Dev Interactive,Netherlands,Cybersecurity,Dev Interactive
Hub Infrastructure Pvt Ltd,Hub Infrastructure,Sweden,Media Tech,Hub Infrastructure
Delta Cloud Group,Delta Cloud,USA,IT Services,Delta Cloud
Quantum Group Pvt Ltd,Quantum Group,Germany,Data Analytics,Quantum Group
Micro Services Corp,Micro Services,Japan,PropTech,Micro Services
Pixel Works AB,Pixel Works,USA,InsurTech,Pixel Works
Data Corp Corp,Data Corp,Australia,Logistics Tech,Data Corp
Pacific Networks Pvt Ltd,Pacific Networks,South Korea,Cybersecurity,Pacific Networks
Zenith Innovations SA,Zenith Innovations,UAE,Government IT,Zenith Innovations
Digital Ventures Inc,Digital Ventures,Poland,Media Tech,Digital Ventures
Bolt Technologies Pvt Ltd,Bolt Technologies,Romania,InsurTech,Bolt Technologies
Super Studio SA,Super Studio,Poland,Telecom,Super Studio
Nexus Platforms AG,Nexus Platforms,Brazil,Marketing Tech,Nexus Platforms
Orion Analytics Pvt Ltd,Orion Analytics,France,ERP/CRM,Orion Analytics
Elite Alliance Inc,Elite Alliance,France,LegalTech,Elite Alliance
Sys Technologies Co,Sys Technologies,Brazil,Cybersecurity,Sys Technologies
Global Labs LLC,Global Labs,Japan,Software,Global Labs
Web Logic Co,Web Logic,South Korea,IT Services,Web Logic
Sys Dynamics LLC,Sys Dynamics,Ireland,Logistics Tech,Sys Dynamics
Bolt Logic Group,Bolt Logic,USA,Marketing Tech,Bolt Logic
Bridge Technologies GmbH,Bridge Technologies,USA,Automotive Tech,Bridge Technologies
Hyper Partners LLC,Hyper Partners,Poland,Cloud Computing,Hyper Partners
Super Ventures Corp,Super Ventures,Australia,AgriTech,Super Ventures
Dev Cloud Ltd,Dev Cloud,Canada,HR Tech,Dev Cloud
Micro Partners Inc,Micro Partners,UK,Gaming,Micro Partners
Net Data Co,Net Data,France,InsurTech,Net Data
Core Interactive GmbH,Core Interactive,Singapore,IT Services,Core Interactive
Pinnacle Applications GmbH,Pinnacle Applications,France,Data Analytics,Pinnacle Applications
Sync Solutions GmbH,Sync Solutions,Israel,FinTech,Sync Solutions
Core Digital Ltd,Core Digital,Mexico,InsurTech,Core Digital
Crest Platforms Inc,Crest Platforms,Switzerland,Cloud Computing,Crest Platforms
Omega Innovations Inc,Omega Innovations,Australia,Retail Tech,Omega Innovations
Core Labs Inc,Core Labs,Netherlands,AI/ML,Core Labs
Info Systems Pvt Ltd,Info Systems,Sweden,Defense IT,Info Systems
Spark Engineering AB,Spark Engineering,Brazil,IoT,Spark Engineering
Hub Research Group,Hub Research,South Korea,Retail Tech,Hub Research
Core Data Inc,Core Data,Singapore,Cloud Computing,Core Data
United Intelligence Inc,United Intelligence,UK,IoT,United Intelligence
Alpha Studio AB,Alpha Studio,Ireland,InsurTech,Alpha Studio
Solar Collective AG,Solar Collective,UK,Healthcare IT,Solar Collective
Hyper Research SA,Hyper Research,Switzerland,E-Commerce,Hyper Research
United Digital LLC,United Digital,Brazil,ERP/CRM,United Digital
Sigma Infrastructure LLC,Sigma Infrastructure,UK,E-Commerce,Sigma Infrastructure
Pro Intelligence AG,Pro Intelligence,Romania,Aerospace,Pro Intelligence
Zen Alliance Ltd,Zen Alliance,Singapore,Blockchain,Zen Alliance
Cloud Academy GmbH,Cloud Academy,USA,Media Tech,Cloud Academy
Premier Works Pte Ltd,Premier Works,India,InsurTech,Premier Works
Peak Intelligence Pte Ltd,Peak Intelligence,Singapore,Government IT,Peak Intelligence
Vertex Platforms AG,Vertex Platforms,Brazil,ERP/CRM,Vertex Platforms
Micro Insights Co,Micro Insights,USA,Retail Tech,Micro Insights
Spark Digital Pvt Ltd,Spark Digital,Sweden,E-Commerce,Spark Digital
Data Technologies Corp,Data Technologies,UK,Marketing Tech,Data Technologies
Nova Ventures Corp,Nova Ventures,South Korea,Software,Nova Ventures
Link Platforms GmbH,Link Platforms,Mexico,Defense IT,Link Platforms
Pacific Engineering AG,Pacific Engineering,Sweden,Cybersecurity,Pacific Engineering
Atlantic Solutions LLC,Atlantic Solutions,Germany,EdTech,Atlantic Solutions
Info Alliance Pte Ltd,Info Alliance,Ireland,Aerospace,Info Alliance
Nordic Intelligence Inc,Nordic Intelligence,India,Healthcare IT,Nordic Intelligence
Ultra Innovations Co,Ultra Innovations,Romania,Software,Ultra Innovations
